Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Country,Customer,CustomerName,CustomerName (copy),Date,DealCategory,DealSize,Month,Month ,Order Quarter,Order Year,OrderDate,Phone,Postalcode,Productcode,Products,Quarter,Quarter (Sheet11),Sales (bin),SalesCategory,State,Status,Territory,Year,Year (Sheet11),CustomerGroup,Msrp,Orderlinenumber,Ordernumber,OrderQuantity,Sales,UnitPrice,ZeroIfNull-OrderQuantity
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,10-02-2005,Medium,Medium,February,2,Q1,2005,10-02-2005,(91) 555 94 44,28034,S32_2206,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,EMEA,2005,2005,1,40,1,10378,40,$0.00M,82.46,40
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S32_1374,Motorcycles,1,Q1,$0.01M,Motorcycles,,Shipped,EMEA,2005,2005,1,99,3,10375,37,$0.01M,100,37
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S50_4713,Motorcycles,1,Q1,$0.01M,Motorcycles,,Shipped,EMEA,2005,2005,1,81,8,10375,49,$0.01M,100,49
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,10-02-2005,Medium,Medium,February,2,Q1,2005,10-02-2005,(91) 555 94 44,28034,S18_3782,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,EMEA,2005,2005,1,62,9,10378,28,$0.00M,100,28
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S32_4485,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,EMEA,2005,2005,1,102,15,10375,41,$0.00M,100,41
?kergatan 24,,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Scandinavian Gift Ideas,Scandinavian Gift Ideas,03-03-2005,Medium,Medium,March,3,Q1,2005,03-03-2005,0695-34 6555,S-844 67,S24_1578,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,EMEA,2005,2005,1,112,1,10389,45,$0.00M,100,45
?kergatan 24,,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Scandinavian Gift Ideas,Scandinavian Gift Ideas,03-03-2005,Medium,Medium,March,3,Q1,2005,03-03-2005,0695-34 6555,S-844 67,S24_2000,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,EMEA,2005,2005,1,76,2,10389,49,$0.00M,81.4,49
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S700_2466,Planes,1,Q1,$0.00M,Planes,,Shipped,EMEA,2005,2005,1,99,1,10375,33,$0.00M,100,33
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S700_1691,Planes,1,Q1,$0.00M,Planes,,Shipped,EMEA,2005,2005,1,91,6,10375,37,$0.00M,81.87,37
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S700_3167,Planes,1,Q1,$0.01M,Planes,,Shipped,EMEA,2005,2005,1,80,11,10375,44,$0.01M,100,44
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,30-03-2005,Medium,Medium,March,3,Q1,2005,30-03-2005,26.47.1555,51100,S700_1691,Planes,1,Q1,$0.00M,Planes,,Shipped,EMEA,2005,2005,1,91,6,10398,47,$0.00M,87.69,47
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,30-03-2005,Medium,Medium,March,3,Q1,2005,30-03-2005,26.47.1555,51100,S700_4002,Planes,1,Q1,$0.00M,Planes,,Shipped,EMEA,2005,2005,1,74,12,10398,36,$0.00M,87.36,36
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,30-03-2005,Medium,Medium,March,3,Q1,2005,30-03-2005,26.47.1555,51100,S24_4278,Planes,1,Q1,$0.00M,Planes,,Shipped,EMEA,2005,2005,1,72,14,10398,45,$0.00M,78.25,45
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,30-03-2005,Medium,Medium,March,3,Q1,2005,30-03-2005,26.47.1555,51100,S24_1785,Planes,1,Q1,$0.01M,Planes,,Shipped,EMEA,2005,2005,1,109,16,10398,43,$0.01M,100,43
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S72_3212,Ships,1,Q1,$0.00M,Ships,,Shipped,EMEA,2005,2005,1,54,1,10373,29,$0.00M,100,29
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S700_3505,Ships,1,Q1,$0.00M,Ships,,Shipped,EMEA,2005,2005,1,100,2,10373,34,$0.00M,96.34,34
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S700_3962,Ships,1,Q1,$0.00M,Ships,,Shipped,EMEA,2005,2005,1,99,8,10373,37,$0.00M,100,37
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S700_1138,Ships,1,Q1,$0.00M,Ships,,Shipped,EMEA,2005,2005,1,66,14,10373,44,$0.00M,100,44
1 rue Alsace-Lorraine,,Toulouse,Annette,Roulet,France,Alpha Cognac,Alpha Cognac,Alpha Cognac,28-03-2005,Medium,Medium,March,3,Q1,2005,28-03-2005,61.77.6555,31000,S700_3962,Ships,1,Q1,$0.00M,Ships,,Shipped,EMEA,2005,2005,1,99,2,10397,36,$0.00M,100,36
1 rue Alsace-Lorraine,,Toulouse,Annette,Roulet,France,Alpha Cognac,Alpha Cognac,Alpha Cognac,28-03-2005,Medium,Medium,March,3,Q1,2005,28-03-2005,61.77.6555,31000,S700_3505,Ships,1,Q1,$0.01M,Ships,,Shipped,EMEA,2005,2005,1,100,3,10397,48,$0.01M,100,48
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,30-03-2005,Medium,Medium,March,3,Q1,2005,30-03-2005,26.47.1555,51100,S700_2047,Ships,1,Q1,$0.00M,Ships,,Shipped,EMEA,2005,2005,1,90,7,10398,36,$0.00M,100,36
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,22-02-2005,Medium,Medium,February,2,Q1,2005,22-02-2005,(91) 555 94 44,28034,S18_3259,Trains,1,Q1,$0.00M,Trains,,Shipped,EMEA,2005,2005,1,100,12,10383,26,$0.00M,100,26
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,22-02-2005,Medium,Medium,February,2,Q1,2005,22-02-2005,(91) 555 94 44,28034,S50_1392,Trucks&Buses,1,Q1,$0.00M,Trucks&Buses,,Shipped,EMEA,2005,2005,1,115,13,10383,29,$0.00M,100,29
27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Lyon Souveniers,Lyon Souveniers,17-03-2005,Medium,Medium,March,3,Q1,2005,17-03-2005,+33 1 46 62 7555,75508,S50_1392,Trucks&Buses,1,Q1,$0.01M,Trucks&Buses,,Shipped,EMEA,2005,2005,1,115,4,10395,46,$0.01M,100,46
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S18_3856,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,105,6,10373,50,$0.00M,60.49,50
Torikatu 38,,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.","Oulu Toy Supplies, Inc.",31-01-2005,Medium,Medium,January,1,Q1,2005,31-01-2005,981-443655,90110,S24_3420,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,65,11,10373,46,$0.00M,66,46
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,16-02-2005,Medium,Medium,February,2,Q1,2005,16-02-2005,(91) 555 94 44,28034,S18_4409,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,92,1,10380,32,$0.00M,100,32
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S32_4289,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,68,4,10375,44,$0.00M,82.26,44
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S50_1341,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,43,5,10375,49,$0.00M,65.8,49
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,16-02-2005,Medium,Medium,February,2,Q1,2005,16-02-2005,(91) 555 94 44,28034,S24_3969,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,41,12,10380,43,$0.00M,95.03,43
Kirchgasse 6,,Graz,Roland,Mendel,Austria,Mini Auto Werke,Mini Auto Werke,Mini Auto Werke,10-03-2005,Medium,Medium,March,3,Q1,2005,10-03-2005,7675-3555,8010,S18_3320,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,99,1,10392,36,$0.00M,100,36
59 rue de l'Abbaye,,Reims,Paul,Henriot,France,Reims Collectables,Reims Collectables,Reims Collectables,30-03-2005,Medium,Medium,March,3,Q1,2005,30-03-2005,26.47.1555,51100,S18_3856,Vintage Cars,1,Q1,$0.00M,Vintage Cars,,Shipped,EMEA,2005,2005,1,105,17,10398,45,$0.00M,100,45
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",02-03-2005,Medium,Medium,March,3,Q1,2005,02-03-2005,+65 221 7555,79903,S32_1374,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,Japan,2005,2005,1,99,1,10387,44,$0.00M,94.9,44
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",26-01-2005,Medium,Medium,January,1,Q1,2005,26-01-2005,+81 3 3584 0555,106-0032,S700_1938,Ships,1,Q1,$0.00M,Ships,Tokyo,Shipped,Japan,2005,2005,1,86,2,10372,44,$0.00M,100,44
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",26-01-2005,Medium,Medium,January,1,Q1,2005,26-01-2005,+81 3 3584 0555,106-0032,S24_2011,Ships,1,Q1,$0.00M,Ships,Tokyo,Shipped,Japan,2005,2005,1,122,8,10372,37,$0.00M,100,37
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",26-01-2005,Medium,Medium,January,1,Q1,2005,26-01-2005,+81 3 3584 0555,106-0032,S18_3140,Vintage Cars,1,Q1,$0.00M,Vintage Cars,Tokyo,Shipped,Japan,2005,2005,1,136,3,10372,28,$0.00M,100,28
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",26-01-2005,Medium,Medium,January,1,Q1,2005,26-01-2005,+81 3 3584 0555,106-0032,S18_4522,Vintage Cars,1,Q1,$0.00M,Vintage Cars,Tokyo,Shipped,Japan,2005,2005,1,87,7,10372,41,$0.00M,86.89,41
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,12-01-2005,Medium,Medium,January,1,Q1,2005,12-01-2005,6265557265,90003,S24_2972,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Resolved,NA,2005,2005,1,37,2,10367,36,$0.01M,100,36
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,12-01-2005,Medium,Medium,January,1,Q1,2005,12-01-2005,6265557265,90003,S18_3685,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Resolved,NA,2005,2005,1,141,6,10367,46,$0.00M,100,46
78934 Hillside Dr.,,Pasadena,Julie,Young,US,Toys4GrownUps.com,Toys4GrownUps.com,Toys4GrownUps.com,12-01-2005,Medium,Medium,January,1,Q1,2005,12-01-2005,6265557265,90003,S18_4933,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Resolved,NA,2005,2005,1,71,9,10367,44,$0.00M,85.25,44
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,19-01-2005,Medium,Medium,January,1,Q1,2005,19-01-2005,4155551450,97562,S24_3191,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,85,1,10368,46,$0.00M,79.62,46
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,19-01-2005,Medium,Medium,January,1,Q1,2005,19-01-2005,4155551450,97562,S24_2766,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,90,2,10368,40,$0.00M,100,40
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-01-2005,Medium,Medium,January,1,Q1,2005,23-01-2005,4155551450,97562,S700_2824,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,101,3,10371,34,$0.00M,100,34
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,19-01-2005,Medium,Medium,January,1,Q1,2005,19-01-2005,4155551450,97562,S24_2887,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,117,5,10368,31,$0.00M,100,31
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-01-2005,Medium,Medium,January,1,Q1,2005,23-01-2005,4155551450,97562,S24_2840,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2005,2005,1,35,8,10371,45,$0.01M,100,45
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,04-03-2005,Medium,Medium,March,3,Q1,2005,04-03-2005,4155551450,97562,S18_4721,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2005,2005,1,148,3,10390,49,$0.01M,100,49
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,04-03-2005,Medium,Medium,March,3,Q1,2005,04-03-2005,4155551450,97562,S24_2972,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,37,5,10390,37,$0.00M,100,37
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,04-03-2005,Medium,Medium,March,3,Q1,2005,04-03-2005,4155551450,97562,S24_3856,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2005,2005,1,140,8,10390,45,$0.01M,100,45
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,04-03-2005,Medium,Medium,March,3,Q1,2005,04-03-2005,4155551450,97562,S18_3278,Classic Cars,1,Q1,$0.01M,Classic Cars,CA,Shipped,NA,2005,2005,1,80,9,10390,40,$0.01M,100,40
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,05-01-2005,Medium,Medium,January,1,Q1,2005,05-01-2005,6505556809,94217,S24_1578,Motorcycles,1,Q1,$0.00M,Motorcycles,CA,Shipped,NA,2005,2005,1,112,2,10362,50,$0.00M,96.92,50
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,07-01-2005,Medium,Medium,January,1,Q1,2005,07-01-2005,5085559555,50553,S50_4713,Motorcycles,1,Q1,$0.00M,Motorcycles,MA,Shipped,NA,2005,2005,1,81,2,10365,44,$0.00M,100,44
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,07-01-2005,Medium,Medium,January,1,Q1,2005,07-01-2005,5085559555,50553,S32_4485,Motorcycles,1,Q1,$0.00M,Motorcycles,MA,Shipped,NA,2005,2005,1,102,3,10365,22,$0.00M,100,22
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,04-03-2005,Medium,Medium,March,3,Q1,2005,04-03-2005,4155551450,97562,S18_3782,Motorcycles,1,Q1,$0.01M,Motorcycles,CA,Shipped,NA,2005,2005,1,62,2,10390,36,$0.01M,100,36
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,04-03-2005,Medium,Medium,March,3,Q1,2005,04-03-2005,4155551450,97562,S50_4713,Motorcycles,1,Q1,$0.00M,Motorcycles,CA,Shipped,NA,2005,2005,1,81,13,10390,22,$0.00M,100,22
7734 Strong St.,,San Francisco,Julie,Brown,US,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,23-02-2005,Medium,Medium,February,2,Q1,2005,23-02-2005,6505551386,,S700_1938,Ships,1,Q1,$0.01M,Ships,CA,Shipped,NA,2005,2005,1,86,1,10384,49,$0.01M,100,49
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-03-2005,Medium,Medium,March,3,Q1,2005,23-03-2005,4155551450,97562,S24_2011,Ships,1,Q1,$0.01M,Ships,CA,Shipped,NA,2005,2005,1,122,6,10396,49,$0.01M,100,49
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-01-2005,Medium,Medium,January,1,Q1,2005,23-01-2005,4155551450,97562,S32_1268,Trucks&Buses,1,Q1,$0.00M,Trucks&Buses,CA,Shipped,NA,2005,2005,1,96,1,10371,26,$0.00M,100,26
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-01-2005,Medium,Medium,January,1,Q1,2005,23-01-2005,4155551450,97562,S24_2300,Trucks&Buses,1,Q1,$0.00M,Trucks&Buses,CA,Shipped,NA,2005,2005,1,127,5,10371,20,$0.00M,100,20
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,17-02-2005,Medium,Medium,February,2,Q1,2005,17-02-2005,4155551450,97562,S18_4600,Trucks&Buses,1,Q1,$0.00M,Trucks&Buses,CA,Shipped,NA,2005,2005,1,121,1,10382,39,$0.00M,100,39
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,17-02-2005,Medium,Medium,February,2,Q1,2005,17-02-2005,4155551450,97562,S32_3522,Trucks&Buses,1,Q1,$0.01M,Trucks&Buses,CA,Shipped,NA,2005,2005,1,64,8,10382,48,$0.01M,100,48
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,20-01-2005,Medium,Medium,January,1,Q1,2005,20-01-2005,6175558555,58339,S24_4258,Vintage Cars,1,Q1,$0.00M,Vintage Cars,MA,Shipped,NA,2005,2005,1,97,3,10369,40,$0.00M,86.92,40
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,20-01-2005,Medium,Medium,January,1,Q1,2005,20-01-2005,6175558555,58339,S18_3320,Vintage Cars,1,Q1,$0.00M,Vintage Cars,MA,Shipped,NA,2005,2005,1,99,4,10369,45,$0.00M,73.08,45
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,28-02-2005,Medium,Medium,February,2,Q1,2005,28-02-2005,4155551450,97562,S24_3816,Vintage Cars,1,Q1,$0.00M,Vintage Cars,CA,Shipped,NA,2005,2005,1,83,2,10385,37,$0.00M,85.54,37
7734 Strong St.,,San Francisco,Julie,Brown,US,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,Corporate Gift Ideas Co.,23-02-2005,Medium,Medium,February,2,Q1,2005,23-02-2005,6505551386,,S24_3151,Vintage Cars,1,Q1,$0.00M,Vintage Cars,CA,Shipped,NA,2005,2005,1,88,2,10384,43,$0.00M,97.87,43
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,17-02-2005,Medium,Medium,February,2,Q1,2005,17-02-2005,4155551450,97562,S24_4258,Vintage Cars,1,Q1,$0.00M,Vintage Cars,CA,Shipped,NA,2005,2005,1,97,4,10382,33,$0.00M,100,33
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-03-2005,Medium,Medium,March,3,Q1,2005,23-03-2005,4155551450,97562,S18_3140,Vintage Cars,1,Q1,$0.01M,Vintage Cars,CA,Shipped,NA,2005,2005,1,136,2,10396,33,$0.01M,100,33
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-03-2005,Medium,Medium,March,3,Q1,2005,23-03-2005,4155551450,97562,S18_4522,Vintage Cars,1,Q1,$0.00M,Vintage Cars,CA,Shipped,NA,2005,2005,1,87,5,10396,45,$0.00M,100,45
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,23-03-2005,Medium,Medium,March,3,Q1,2005,23-03-2005,4155551450,97562,S24_3816,Vintage Cars,1,Q1,$0.00M,Vintage Cars,CA,Shipped,NA,2005,2005,1,83,8,10396,37,$0.00M,90.57,37
1785 First Street,,New Bedford,Violeta,Benitez,US,FunGiftIdeas.com,FunGiftIdeas.com,FunGiftIdeas.com,03-03-2005,Medium,Medium,March,3,Q1,2005,03-03-2005,5085552555,50553,S50_1341,Vintage Cars,1,Q1,$0.00M,Vintage Cars,MA,Shipped,NA,2005,2005,1,43,1,10388,27,$0.00M,100,27
1785 First Street,,New Bedford,Violeta,Benitez,US,FunGiftIdeas.com,FunGiftIdeas.com,FunGiftIdeas.com,03-03-2005,Medium,Medium,March,3,Q1,2005,03-03-2005,5085552555,50553,S32_4289,Vintage Cars,1,Q1,$0.00M,Vintage Cars,MA,Shipped,NA,2005,2005,1,68,8,10388,35,$0.00M,100,35
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",20-01-2005,Small,Small,January,1,Q1,2005,20-01-2005,02 9936 8555,2060,S18_3232,Classic Cars,1,Q1,$0.00M,Classic Cars,NSW,Shipped,APAC,2005,2005,1,169,9,10370,27,$0.00M,56.85,27
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",20-01-2005,Small,Small,January,1,Q1,2005,20-01-2005,02 9936 8555,2060,S18_4600,Trucks&Buses,1,Q1,$0.00M,Trucks&Buses,NSW,Shipped,APAC,2005,2005,1,121,6,10370,29,$0.00M,57.53,29
201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd","Anna's Decorations, Ltd","Anna's Decorations, Ltd",20-01-2005,Small,Small,January,1,Q1,2005,20-01-2005,02 9936 8555,2060,S18_4668,Vintage Cars,1,Q1,$0.00M,Vintage Cars,NSW,Shipped,APAC,2005,2005,1,50,2,10370,20,$0.00M,100,20
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,01-03-2005,Small,Small,March,3,Q1,2005,01-03-2005,(91) 555 94 44,28034,S24_2841,Planes,1,Q1,$0.00M,Planes,,Resolved,EMEA,2005,2005,1,68,1,10386,39,$0.00M,55.96,39
